time,temperature_2m (°C),wind_speed_10m (km/h),precipitation (mm),cloud_cover (%),visibility (m)
2025-04-01T11:00,7.7,23.7,0,100,19400
2025-04-01T12:00,6.4,21.7,0.2,99,21000
2025-04-01T13:00,5.9,25.9,0,99,23500
2025-04-01T14:00,7.3,26.4,0,6,27600
2025-04-01T15:00,7.8,29,0,7,33700
2025-04-01T16:00,8.5,27.9,0,5,42300
2025-04-01T17:00,9.9,26.4,0,7,52100
2025-04-01T18:00,11,26.3,0,10,53700
2025-04-01T19:00,11.5,24.5,0,7,62000
2025-04-01T20:00,11.8,23.1,0,7,63500
2025-04-01T21:00,11.4,23.3,0,4,68500
2025-04-01T22:00,10.6,20.7,0,0,67700
2025-04-01T23:00,8.9,15.8,0,5,68800
