travel_time_sec,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),visibility (m),wind_speed_10m (km/h),bias
439,-7.8,0,55,37100,17.5,1
492,-7.8,0,56,33400,15.3,1
526,-7.8,0,56,33400,15.3,1
482,-7.7,0,55,33300,16.3,1
473,-7.7,0,55,33300,16.3,1
493,-7.7,0,55,33300,16.3,1
500,-7.9,0,57,33900,14.1,1
517,-7.9,0,57,33900,14.1,1
552,-7.9,0,57,34400,12.9,1
632,-7.9,0,57,34400,12.9,1
874,-7.9,0,57,34400,12.9,1
508,-7.7,0,55,33900,15.5,1
547,-7.7,0,55,33900,15.5,1
441,-8.1,0,64,27000,14.3,1
469,-8.1,0,64,27000,14.3,1
505,-7.8,0,58,30000,17,1
683,-7.8,0,58,30000,17,1
450,-8.2,0,64,27200,14.2,1
483,-8.2,0,64,27200,14.2,1
562,-7.9,0,59,30500,14,1
495,-7.9,0,59,30500,14,1
483,-8.2,0,64,25200,16.6,1
435,-8.2,0,64,25200,16.6,1
476,-8,0,60,30500,13.1,1
424,-8,0,61,30900,14.5,1
495,-8,0,61,30900,14.5,1
429,-8.2,0,63,24500,13.7,1
459,-8.2,0,63,24500,13.7,1
456,-8,0,62,27500,17,1
442,-8,0,62,27500,17,1
445,-8,0,62,27500,17,1
477,-8.3,0,63,24700,11.5,1
440,-8.3,0,63,24700,11.5,1
455,-8.3,0,63,24700,11.5,1
430,-7.9,0,63,26900,14.8,1
449,-7.9,0,63,26900,14.8,1
448,-7.9,0,61,25100,9.1,1
468,-7.9,0,61,25100,9.1,1
474,-6.1,0,53,29700,15.5,1
452,-6.1,0,53,29700,15.5,1
435,-6.1,0,53,29700,15.5,1
467,-7.3,0,58,26100,13.1,1
455,-7.3,0,58,26100,13.1,1
449,-7.3,0,58,26100,13.1,1
560,-5.8,0,53,30000,14.8,1
497,-5.8,0,53,30000,14.8,1
446,-5.8,0,53,33600,15.5,1
455,-5.8,0,53,33600,15.5,1
452,-5.8,0,53,33600,15.5,1
449,-7,0,56,27200,15,1
451,-7,0,56,27200,15,1
422,-6.8,0,54,28300,14.6,1
448,-6.8,0,54,28300,14.6,1
441,-6.6,0,53,33000,15,1
443,-6.6,0,53,33000,15,1
443,-6.4,0,53,30200,15.4,1
433,-6.4,0,53,30200,15.4,1
471,-4.9,0,52,37800,13.8,1
454,-4.9,0,52,37800,13.8,1
477,-4.9,0,52,37800,13.8,1
465,-4.3,0,48,37400,17,1
484,-4.3,0,48,37400,17,1
433,-4.2,0,41,37800,12.7,1
486,-4.2,0,41,37800,12.7,1
467,-4.2,0,41,37800,12.7,1
456,-4.6,0,47,33800,14.8,1
456,-4.6,0,47,33800,14.8,1
448,-4.6,0,47,33800,14.8,1
582,-4.2,0,42,37200,13.3,1
836,-4.2,0,42,37200,13.3,1
458,-5.7,0,53,34800,15.9,1
605,-5.7,0,53,34800,15.9,1
477,-4.6,0,51,38600,14.8,1
479,-4.6,0,51,38600,14.8,1
443,-3.8,0,42,44100,12.8,1
484,-5.4,0,53,36100,15.6,1
431,-5.4,0,53,36100,15.6,1
468,-4.8,0,50,36300,13.7,1
484,-4.8,0,50,36300,13.7,1
481,-4.8,0,50,36300,13.7,1
465,-4.2,0,45,32600,15.2,1
470,-4.2,0,45,32600,15.2,1
457,-5.1,0,53,37100,15.2,1
456,-5.1,0,53,37100,15.2,1
439,-5.1,0,53,37100,15.2,1
468,-5.1,0,53,37100,15.2,1
441,-4,0,43,33000,15.1,1
444,-4,0,43,33000,15.1,1
442,-4,0,43,33000,15.1,1
454,-5.2,0,50,35500,13.7,1
508,-5.2,0,50,35500,13.7,1
436,-5.2,0,50,35500,13.7,1
455,-3.9,0,42,44500,14.4,1
453,-3.9,0,42,44500,14.4,1
458,-3.9,0,42,44500,14.4,1
434,-5.3,0,53,33700,14.2,1
480,-5.3,0,53,33700,14.2,1
452,-5.3,0,53,33700,14.2,1
450,-4.7,0,49,36200,13.3,1
490,-4.7,0,49,36200,13.3,1
448,-4.4,0,49,37000,13.7,1
445,-4.4,0,49,37000,13.7,1
501,-4.4,0,49,37000,13.7,1
505,-4.5,0,41,38700,14,1
456,-4.5,0,41,38700,14,1
457,-5.1,0,52,37600,13.7,1
484,-5.1,0,52,37600,13.7,1
589,-4.5,0,46,38100,8.6,1
736,-4.5,0,46,38100,8.6,1
450,-4.6,0,45,37700,10.4,1
444,-4.4,0,45,43200,8.6,1
653,-4.4,0,45,43200,8.6,1
485,-4.1,0,44,38500,10.7,1
466,-4.1,0,44,38500,10.7,1
460,-4,0,45,38400,10.5,1
449,-4,0,45,38400,10.5,1
458,-4,0,45,38400,10.5,1
422,-3.8,0,46,41300,12,1
429,-3.8,0,46,41300,12,1
437,-4.1,0,46,38800,9.1,1
457,-5.2,0,46,39600,10.1,1
477,-5.6,0,45,43500,14.8,1
461,-4.3,0,45,43500,11.2,1
439,-4.3,0,45,43500,11.2,1
580,-4.8,0,45,41600,13,1
438,-4.8,0,45,41600,13,1
495,-4.7,0,46,42300,9.4,1
488,-4.7,0,46,42300,9.4,1
434,-5.2,0,44,43500,14.7,1
432,-5.2,0,44,43500,14.7,1
423,-5.1,0,47,40300,8.8,1
460,-5.1,0,47,40300,8.8,1
431,-4.6,0,44,43700,11,1
462,-4.6,0,44,43700,11,1
529,-5,0,47,41000,6.2,1
538,-5,0,47,41000,6.2,1
450,-7.1,0,54,36000,17.2,1
435,-7.1,0,54,36000,17.2,1
478,-7.1,0,54,36000,17.2,1
485,-7.3,0,55,36300,16.6,1
479,-7.3,0,55,36300,16.6,1
436,-7.4,0,60,27400,15.2,1
453,-7.4,0,60,27400,15.2,1
604,-4.2,0,43,39000,11.2,1
484,-4.2,0,43,39000,11.2,1
560,-4.7,0,44,43900,13.9,1
456,-4.7,0,44,43900,13.9,1
450,-5.8,0,46,43100,13.5,1
478,-9.2,0,57,31000,19,1
631,-9.2,0,57,31000,19,1
514,-9.2,0,57,31000,19,1
424,-9.2,0,57,31000,19,1
471,-9.4,0,60,31900,19,1
446,-9.4,0,60,31900,19,1
460,-9.4,0,60,31900,19,1
467,-9.5,0,62,29100,17.7,1
482,-9.5,0,62,29100,17.7,1
443,-9.4,0,60,32000,17.9,1
482,-9.4,0,60,32000,17.9,1
442,-9.4,0,61,29800,16.5,1
426,-9.4,0,61,29800,16.5,1
457,-9.4,0,61,29800,16.5,1
460,-9.6,0,60,28800,20.2,1
481,-9.6,0,60,28800,20.2,1
482,-9.6,0,60,28800,20.2,1
448,-9.3,0,58,31400,19.2,1
440,-9.3,0,58,31400,19.2,1
458,-9.4,0,60,30400,16.1,1
464,-9.4,0,60,30400,16.1,1
453,-9.3,0,59,32500,19.3,1
460,-9.3,0,59,32500,19.3,1
473,-9.5,0,61,29100,18.4,1
513,-9.5,0,61,29100,18.4,1
485,-9.3,0,60,29600,20.5,1
451,-9.3,0,60,29600,20.5,1
440,-9.5,0,59,29900,20.8,1
447,-9.5,0,59,29900,20.8,1
464,-9.5,0,59,29900,20.8,1
427,-9.5,0,59,29900,20.8,1
488,-9.5,0,61,29500,18.2,1
478,-9.5,0,61,29500,18.2,1
445,-9.5,0,61,29500,18.2,1
450,-9.5,0,62,30100,17.7,1
485,-9.5,0,62,30100,17.7,1
474,-9.4,0,59,30900,20.3,1
502,-9.4,0,59,30900,20.3,1
477,-9.5,0,62,28300,18.3,1
467,-9.5,0,62,28300,18.3,1
444,-9.5,0,62,28300,18.3,1
551,-9.4,0,62,31300,17.6,1
438,-9.4,0,62,31300,17.6,1
503,-9.5,0,62,31700,17,1
470,-9.5,0,62,31700,17,1
486,-9.3,0,60,29200,17.9,1
425,-9.3,0,60,29200,17.9,1
425,-9.3,0,62,28300,19.2,1
443,-9.3,0,62,28300,19.2,1
434,-9.3,0,60,29500,17.2,1
445,-9.3,0,60,29500,17.2,1
446,-9.3,0,62,32200,19.2,1
496,-9.3,0,62,32200,19.2,1
454,-9.3,0,62,32200,19.2,1
447,-9.4,0,61,29800,17.2,1
470,-9.4,0,61,29800,17.2,1
483,-9.2,0,61,28700,17.4,1
445,-9.2,0,61,28700,17.4,1
509,-9.3,0,61,34900,20,1
455,-9.3,0,61,34900,20,1
457,-9.3,0,61,30000,18.5,1
442,-9.3,0,61,30000,18.5,1
447,-9,0,61,38100,21.2,1
429,-9,0,61,38100,21.2,1
432,-7,0,53,38700,26.5,1
438,-7,0,53,38700,26.5,1
474,-7,0,53,38700,26.5,1
450,-8.4,0,60,29900,20.4,1
672,-8.4,0,60,29900,20.4,1
500,-6.8,0,51,40300,26.9,1
468,-6.8,0,51,40300,26.9,1
488,-8,0,59,35700,21.5,1
482,-8,0,59,35700,21.5,1
481,-6.4,0,50,41000,27.5,1
519,-6.4,0,50,41000,27.5,1
464,-7.9,0,57,39100,24.1,1
470,-7.9,0,57,39100,24.1,1
430,-6.1,0,49,37400,27.7,1
468,-6.1,0,49,37400,27.7,1
454,-6.1,0,49,37400,27.7,1
504,-7.6,0,56,40400,24.9,1
455,-6.9,0,54,33300,24,1
540,-6.9,0,54,33300,24,1
471,-6.9,0,54,33300,24,1
461,-4.8,0,44,45300,30.2,1
498,-4.8,0,44,45300,30.2,1
443,-4.8,0,44,45300,30.2,1
482,-4,0,47,39700,32.1,1
619,-4,0,47,39700,32.1,1
455,-3.7,0,46,44200,28.7,1
528,-3.7,0,46,44200,28.7,1
448,-3.7,0,46,44200,28.7,1
442,-4.2,0,47,43500,30.2,1
490,-4.2,0,47,43500,30.2,1
498,-3.6,0,45,43800,28,1
442,-3.6,0,45,43800,28,1
485,-3.6,0,45,43800,28,1
477,-6.2,0,48,41700,28.4,1
436,-6.2,0,48,41700,28.4,1
495,-4.8,0,45,44800,30.4,1
452,-4.8,0,45,44800,30.4,1
462,-4.1,0,47,44000,30,1
458,-4.1,0,47,44000,30,1
515,-5.8,0,46,42900,30,1
457,-5.8,0,46,42900,30,1
559,-4.7,0,45,41600,28.6,1
576,-4.8,0,46,44700,28.4,1
387,-4.8,0,46,44700,28.4,1
522,-4.8,0,46,44700,28.4,1
449,-3.8,0,46,44100,29.3,1
444,-3.8,0,46,44100,29.3,1
488,-3.8,0,46,44100,29.3,1
455,-5.6,0,45,45100,31,1
470,-5.6,0,45,45100,31,1
516,-5.6,0,45,45100,31,1
485,-4.4,0,46,45000,28.9,1
472,-4.4,0,46,45000,28.9,1
526,-4.4,0,46,45000,28.9,1
545,-3.8,0,46,41200,29.1,1
456,-3.8,0,46,41200,29.1,1
469,-5,0,44,42500,27.4,1
460,-5,0,44,42500,27.4,1
763,-3.9,0,46,42900,29.3,1
578,-3.9,0,46,42900,29.3,1
515,-3.9,0,46,42900,29.3,1
468,-5.1,0,44,43400,29.5,1
454,-5.1,0,44,43400,29.5,1
472,-5.1,0,44,43400,29.5,1
501,-4.1,0,47,45600,28.8,1
446,-4.1,0,47,45600,28.8,1
467,-4.1,0,47,45600,28.8,1
475,-4.7,0,44,43800,23.1,1
455,-4.7,0,44,43800,23.1,1
456,-4.7,0,44,43800,23.1,1
446,-3.4,0,45,42100,28,1
457,-3.4,0,45,42100,28,1
457,-3.9,0,45,42400,29.2,1
447,-3.9,0,45,42400,29.2,1
470,-3.9,0,44,46100,28.1,1
460,-3.9,0,44,46100,28.1,1
463,-3.9,0,43,45300,26.3,1
485,-3.9,0,43,45300,26.3,1
429,-3.9,0,43,44700,25.7,1
452,-3.9,0,43,44700,25.7,1
463,-5.2,0,42,41300,24,1
449,-5.2,0,42,41300,24,1
489,-5.6,0,46,39700,24,1
454,-5.6,0,46,39700,24,1
609,-4.6,0,44,43600,26.7,1
427,-5.4,0,43,38900,22.8,1
437,-5.4,0,43,38900,22.8,1
508,-4.8,0,41,46700,24.9,1
470,-4.8,0,41,46700,24.9,1
544,-4.8,0,43,41600,25.6,1
428,-4.8,0,43,41600,25.6,1
418,-5.5,0,44,38000,22.4,1
432,-5.5,0,44,38000,22.4,1
440,-5,0,42,40400,24.5,1
449,-5,0,42,40400,24.5,1
454,-5,0,42,40400,24.5,1
441,-5.2,0,45,42300,24.4,1
453,-5.2,0,45,42300,24.4,1
450,-5.1,0,41,39500,23.3,1
441,-5.5,0,45,39800,23.8,1
482,-8.8,0,57,32000,18.2,1
446,-8.8,0,57,32000,18.2,1
453,-8.8,0,57,32000,18.2,1
419,-8.9,0,57,31800,18.2,1
472,-8.9,0,57,31800,18.2,1
469,-9.1,0,57,31000,21.3,1
434,-9.1,0,57,31000,21.3,1
487,-4.9,0,44,42600,21.7,1
470,-4.9,0,44,42600,21.7,1
504,-4.3,0,43,44000,24.8,1
429,-4.3,0,43,44000,24.8,1
449,-5.6,0,46,39300,22.5,1
808,-6,0,50,39100,21,1
1437,-6,0,50,39100,21,1
643,-6.1,0,53,35800,22.1,1
462,-6.1,0,53,35800,22.1,1
436,-6.1,0,53,35800,22.1,1
619,-6.5,0,52,37700,21.1,1
482,-6.3,0,53,36900,20,1
430,-6.6,0,52,39100,19.9,1
587,-6.6,0,52,39100,19.9,1
464,-6.6,0,52,39100,19.9,1
469,-5.9,0,51,40300,22.6,1
500,-6.4,0,53,38500,20,1
494,-6.4,0,53,38500,20,1
444,-5.8,0,51,37100,20.9,1
521,-6,0,52,38800,21.4,1
515,-6,0,52,38800,21.4,1
769,-6,0,52,38800,21.4,1
443,-6.7,0,52,39300,18.7,1
445,-6.7,0,52,39300,18.7,1
444,-6.7,0,52,39300,18.7,1
469,-6.6,0,52,39400,19.6,1
477,-6.6,0,52,39400,19.6,1
465,-6.6,0,52,39400,19.6,1
517,-6.6,0,52,39400,19.6,1
450,-6.5,0,52,34900,21.6,1
462,-6.5,0,52,34900,21.6,1
471,-6,0,52,39200,21.1,1
463,-6,0,52,39200,21.1,1
578,-6,0,52,39200,21.1,1
555,-6,0,52,39200,21.1,1
654,-6.2,0,53,39100,20,1
692,-6.2,0,53,39100,20,1
489,-6.4,0,52,35900,22.1,1
748,-6.4,0,52,35900,22.1,1
434,-6.9,0,56,32700,22.2,1
885,-6.9,0,56,32700,22.2,1
449,-6.6,0,52,34700,21.3,1
443,-6.6,0,52,34700,21.3,1
467,-7.1,0,55,32700,21.3,1
454,-7.1,0,55,32700,21.3,1
442,-6.6,0,52,35700,21.6,1
450,-6.6,0,52,35700,21.6,1
450,-7.1,0,53,33300,21.6,1
501,-6.9,0,51,34600,21.3,1
477,-6.9,0,51,34600,21.3,1
465,-6.8,0,53,35700,21.3,1
586,-6.8,0,53,35700,21.3,1
601,-6.5,0,50,36600,25.2,1
481,-6.5,0,50,36600,25.2,1
731,-6.5,0,53,34700,21.2,1
747,-6.8,0,54,32600,20.9,1
474,-6.1,0,49,36200,25.1,1
448,-6.1,0,49,36200,25.1,1
474,-6.9,0,55,32500,20.2,1
439,-7,0,56,33900,20.2,1
467,-7,0,56,33900,20.2,1
435,-6,0,49,37300,26.2,1
493,-6,0,49,37300,26.2,1
434,-5.8,0,48,39300,26.5,1
500,-5.8,0,48,39300,26.5,1
461,-5.2,0,48,38300,28.4,1
460,-5.2,0,48,38300,28.4,1
628,-5.2,0,48,38300,28.4,1
450,-4.6,0,46,47300,30.3,1
468,-4.6,0,46,47300,30.3,1
434,-4.6,0,46,47300,30.3,1
699,-4.1,0,45,42500,32.3,1
586,-4.1,0,45,42500,32.3,1
577,-5.1,0,47,42000,28.8,1
479,-5.1,0,47,42000,28.8,1
463,-4.9,0,47,44400,30,1
436,-4.9,0,47,44400,30,1
345,-2.5,0,38,58200,35,1
647,-2.5,0,38,58200,35,1
525,-2.5,0,38,58200,35,1
491,-2.4,0,37,58800,32.5,1
496,-2.4,0,37,58800,32.5,1
460,-2.1,0,36,54300,31.8,1
358,-2.1,0,36,54300,31.8,1
429,-2.1,0,36,54300,31.8,1
632,-4,0,44,50000,31.7,1
687,-4,0,44,50000,31.7,1
644,-4,0,44,50000,31.7,1
457,-2.5,0,37,57800,33.9,1
432,-2.5,0,37,57800,33.9,1
678,-2.4,0,37,60300,34.7,1
732,-2.4,0,37,60300,34.7,1
478,-2.6,0,36,58700,30,1
458,-2.6,0,36,58700,30,1
458,-2.6,0,36,58700,30,1
530,-3.7,0,42,53000,31.4,1
584,-3.7,0,42,53000,31.4,1
591,-2.3,0,37,60900,34.3,1
433,-2.3,0,37,60900,34.3,1
463,-2.3,0,37,60900,34.3,1
989,-3.7,0,40,54200,32.1,1
539,-2.7,0,39,48800,32.2,1
742,-2.7,0,39,48800,32.2,1
480,-2.7,0,36,58700,31.7,1
540,-2.7,0,36,58700,31.7,1
503,-1.6,0,37,51000,34.2,1
525,-1.6,0,37,51000,34.2,1
570,-3.2,0,38,57200,33,1
480,-3.2,0,38,57200,33,1
474,-2.6,0,36,58800,31.9,1
457,-2.6,0,36,58800,31.9,1
490,-2.6,0,36,58800,31.9,1
574,-3.3,0,38,57400,33.4,1
702,-2.5,0,37,58700,34.2,1
492,-2.5,0,37,58700,34.2,1
514,-2.1,0,38,49500,34.9,1
683,-2.1,0,38,49500,34.9,1
905,-1.6,0,37,51700,32.1,1
433,-3.6,0,39,55200,26,1
440,-3.6,0,39,55200,26,1
461,-3.9,0,39,56300,25.3,1
464,-3.9,0,39,56300,25.3,1
447,-2.9,0,37,58300,28.4,1
691,-4.1,0,40,53900,25.8,1
793,-4.1,0,40,53900,25.8,1
482,-3.2,0,38,51800,27.2,1
466,-3.2,0,38,51800,27.2,1
462,-3.2,0,38,51800,27.2,1
441,-5.2,0,42,44400,23.8,1
453,-5.2,0,42,44400,23.8,1
467,-6,0,43,42300,27.1,1
485,-3.9,0,40,48500,31,1
423,-5.4,0,41,44000,23.1,1
457,-5.4,0,41,44000,23.1,1
470,-4.9,0,42,45400,28.3,1
445,-4.9,0,42,45400,28.3,1
441,-4,0,41,51800,27.7,1
431,-5.2,0,41,45200,22.4,1
433,-5.2,0,41,45200,22.4,1
448,-4.4,0,41,50500,28.2,1
449,-4.4,0,41,50500,28.2,1
478,-4.4,0,41,50500,28.2,1
451,-5.9,0,42,37200,27.3,1
419,-5.9,0,42,37200,27.3,1
449,-5,0,41,46000,28.8,1
440,-5.6,0,41,36500,29.5,1
450,-5.6,0,41,36500,29.5,1
441,-4.6,0,42,50800,27.6,1
497,-4.6,0,42,50800,27.6,1
422,-6.1,0,50,40100,21.3,1
452,-6.1,0,50,40100,21.3,1
437,-6.1,0,50,40100,21.3,1
446,-6.1,0,50,40800,20.9,1
482,-6.1,0,50,40800,20.9,1
484,-5.9,0,50,38100,21.6,1
441,-5.9,0,50,38100,21.6,1
515,-5.9,0,50,39800,21.8,1
463,-3.1,0,37,57500,27.6,1
449,-3.1,0,37,57500,27.6,1
452,-8.6,0,51,38000,22,1
428,-8.6,0,51,38000,22,1
432,-8.6,0,51,38000,22,1
498,-8.5,0,53,38200,22,1
460,-8.5,0,53,38200,22,1
456,-8.5,0,53,38200,22,1
539,-8.1,0,53,36100,22.5,1
470,-8.5,0,53,38600,22,1
430,-8.5,0,53,38600,22,1
445,-8.2,0,52,37000,22.7,1
453,-8.2,0,52,37000,22.7,1
424,-8.6,0,51,39200,22.1,1
460,-8.6,0,51,39200,22.1,1
441,-8.4,0,53,35500,21.8,1
473,-8.4,0,53,35500,21.8,1
463,-8.4,0,53,35500,21.8,1
630,-8.1,0,52,37400,23.6,1
939,-7.9,0,52,35900,24.7,1
1266,-7.9,0,52,35900,24.7,1
434,-8.6,0,52,39700,22.4,1
433,-8.6,0,52,39700,22.4,1
419,-8.6,0,52,39700,22.4,1
441,-8.6,0,52,39700,22.4,1
455,-8.3,0,53,36800,21.5,1
429,-8.3,0,53,36800,21.5,1
472,-8.2,0,57,39000,22.8,1
425,-8.2,0,60,40000,21.2,1
459,-8.2,0,60,40000,21.2,1
446,-8.2,0,60,40000,21.2,1
470,-8.3,0,53,37700,21.6,1
496,-8.3,0,53,37700,21.6,1
463,-8.3,0,53,37700,21.6,1
448,-8.5,0,52,37300,22.1,1
476,-8.5,0,52,37300,22.1,1
426,-8.5,0,52,37300,22.1,1
443,-8.3,0,53,38200,21.9,1
518,-8.3,0,53,38200,21.9,1
468,-8.2,0,53,35300,21.8,1
472,-8.2,0,53,35300,21.8,1
446,-8.2,0,53,35300,21.8,1
453,-7.3,0,53,35000,26.1,1
477,-7.3,0,53,35000,26.1,1
449,-8.1,0,61,28600,25,1
437,-8.1,0,61,28600,25,1
464,-8.1,0,61,28600,25,1
580,-7.8,0,60,33900,25.7,1
430,-7.3,0,53,38200,23.7,1
500,-7.3,0,53,38200,23.7,1
449,-7.3,0,53,38200,23.7,1
445,-7.6,0,53,10700,23.6,1
476,-7.6,0,53,10700,23.6,1
443,-7.2,0,54,15500,25.6,1
441,-7.2,0,54,15500,25.6,1
437,-7.8,0,58,38600,26.2,1
498,-7.8,0,58,38600,26.2,1
499,-7.8,0,58,38600,26.2,1
487,-7.7,0,55,36700,26.3,1
446,-7.7,0,55,36700,26.3,1
420,-7.7,0,55,36700,26.3,1
437,-6.3,0,54,38100,28.8,1
474,-6.3,0,54,38100,28.8,1
433,-6.3,0,54,38100,28.8,1
454,-6.9,0,54,33900,27.9,1
450,-6.9,0,54,33900,27.9,1
452,-6,0,53,38000,27,1
606,-6,0,53,38000,27,1
494,-6,0,53,38000,27,1
468,-6.9,0,54,38200,27.9,1
456,-6.9,0,54,38200,27.9,1
509,-6.1,0,52,34500,30.1,1
693,-6.1,0,52,34500,30.1,1
485,-6.1,0,52,34500,30.1,1
772,-6.7,0,55,39200,27,1
605,-6.3,0,55,39600,28.2,1
456,-6.3,0,55,39600,28.2,1
605,-6.3,0,55,32800,29.3,1
461,-6.6,0,54,36500,29.7,1
495,-6.6,0,54,36500,29.7,1
506,-6.6,0,54,36500,29.7,1
539,-4.6,0,53,35200,31.1,1
458,-4.6,0,53,35200,31.1,1
451,-4.6,0,53,35200,31.1,1
439,-4.5,0,49,37700,30.3,1
517,-4.5,0,49,37700,30.3,1
459,-4.5,0,49,37700,30.3,1
454,-3.8,0,49,37000,31.9,1
467,-3.8,0,49,37000,31.9,1
484,-3.8,0,49,37000,31.9,1
624,-3.8,0,49,37000,31.9,1
480,-4.6,0,54,35900,31.5,1
465,-4.6,0,54,35900,31.5,1
463,-4.6,0,54,35900,31.5,1
467,-4,0,48,38300,33.2,1
490,-4,0,48,38300,33.2,1
457,-6.4,0,52,33400,28.2,1
468,-6.4,0,52,33400,28.2,1
459,-6.4,0,52,33400,28.2,1
431,-5.1,0,48,33900,32.5,1
465,-5.1,0,48,33900,32.5,1
461,-5.1,0,48,33900,32.5,1
524,-3.6,0,48,38000,31.8,1
457,-3.6,0,48,38000,31.8,1
699,-3.6,0,48,38000,31.8,1
475,-4.9,0,55,23500,30.6,1
479,-4.9,0,55,23500,30.6,1
497,-5.6,0,52,33300,29.7,1
563,-5.6,0,52,33300,29.7,1
495,-5.6,0,52,33300,29.7,1
496,-4.9,0,55,32600,33,1
502,-4.9,0,55,32600,33,1
490,-4.9,0,55,32600,33,1
454,-4.6,0,49,36500,33.5,1
466,-4.6,0,49,36500,33.5,1
480,-4.5,0,51,35200,32.5,1
521,-4.5,0,51,35200,32.5,1
483,-4.5,0,51,35200,32.5,1
479,-5.2,0,54,7000,29.3,1
520,-5.2,0,54,7000,29.3,1
472,-5.1,0,52,35800,31.3,1
595,-5.1,0,52,35800,31.3,1
441,-5.2,0,52,12800,29.2,1
480,-5.2,0,52,12800,29.2,1
488,-5.2,0,52,12800,29.2,1
479,-3.8,0,51,36500,33,1
473,-3.8,0,51,36500,33,1
493,-3.8,0,51,36500,33,1
481,-4.7,0,52,34600,31.4,1
470,-4.7,0,52,34600,31.4,1
470,-4.7,0,52,34600,31.4,1
554,-4.1,0,50,36900,31.9,1
435,-4.5,0,51,37300,29.3,1
509,-4.5,0,51,37300,29.3,1
574,-3.6,0,47,39900,31.3,1
470,-4.8,0,51,35400,28.7,1
476,-4.8,0,51,35400,28.7,1
449,-4.9,0,52,34800,29.2,1
448,-4.9,0,52,34800,29.2,1
535,-4.1,0,48,39200,30.6,1
460,-4.1,0,48,39200,30.6,1
463,-4.3,0,49,36600,31.4,1
648,-4.3,0,49,36600,31.4,1
468,-4.3,0,50,37700,30.1,1
492,-4.3,0,50,37700,30.1,1
538,-4.3,0,50,37700,30.1,1
461,-4.9,0,49,35900,27.6,1
431,-4.9,0,49,35900,27.6,1
444,-4.7,0,52,36000,28.9,1
471,-4.7,0,52,36000,28.9,1
417,-5.2,0,49,36600,27.7,1
472,-5.2,0,49,36600,27.7,1
474,-4.5,0,49,37800,30.4,1
474,-4.5,0,49,37800,30.4,1
471,-4.7,0,52,32600,29,1
425,-4.7,0,52,32600,29,1
485,-4.9,0,51,29800,29.5,1
448,-4.9,0,51,29800,29.5,1
536,-5,0,49,38400,28.8,1
1260,-5.1,0,49,41200,29.1,1
435,-8.7,0,52,37700,23.4,1
457,-8.7,0,52,37700,23.4,1
449,-8.7,0,52,37700,23.4,1
544,-8.7,0,52,38800,23,1
431,-8.7,0,52,38800,23,1
452,-8.6,0,51,36300,22.1,1
468,-8.6,0,51,36300,22.1,1
458,-8.5,0,52,35800,21.7,1
488,-8.5,0,52,35800,21.7,1
501,-4,0,47,40100,31.2,1
533,-4,0,47,40100,31.2,1
450,-4,0,47,40100,31.2,1
452,-4.9,0,50,26200,28.7,1
433,-5.3,0,49,38100,29.3,1
491,-5.3,0,49,38100,29.3,1
443,-5.1,0,49,39700,28.3,1
449,-5.2,0,50,37900,27.9,1
445,-4.8,0,54,32900,25.6,1
437,-4.8,0,54,32900,25.6,1
435,-4.8,0,54,32900,25.6,1
425,-4.7,0,56,32400,25.8,1
441,-4.7,0,56,32400,25.8,1
448,-4.7,0,56,32400,25.8,1
456,-4.7,0,57,31900,25.8,1
447,-4.7,0,57,31900,25.8,1
460,-4.7,0,57,31900,25.8,1
3641,-4.6,0,58,30800,26.9,1
457,-5.1,0,62,29600,15.9,1
478,-5.1,0,62,29600,15.9,1
517,-5.2,0,62,28800,13.9,1
543,-5.2,0,62,28800,13.9,1
444,-5.2,0,62,28800,13.9,1
445,-4.4,0,55,33200,17.1,1
459,-4.6,0,57,30100,17.8,1
520,-4.6,0,57,30100,17.8,1
490,-4.6,0,57,30100,17.8,1
472,-4.9,0,62,28000,14.5,1
453,-4.9,0,62,28000,14.5,1
458,-4.7,0,59,28900,17.6,1
448,-5.2,0,62,29700,14.5,1
464,-5.2,0,62,29700,14.5,1
456,-4.8,0,61,28400,16.2,1
462,-4.8,0,61,28400,16.2,1
500,-5.4,0,62,31000,12,1
508,-5.4,0,62,31000,12,1
481,-4.5,0,62,28000,19.5,1
491,-4.5,0,62,28000,19.5,1
445,-4.9,0,62,29400,16.8,1
456,-4.9,0,62,29400,16.8,1
427,-5.3,0,62,31900,11,1
460,-5.3,0,62,31900,11,1
474,-1.8,0,54,33500,17.7,1
471,-1.8,0,54,33500,17.7,1
525,-1.8,0,54,33500,17.7,1
452,-1.5,0,52,34600,18.4,1
493,-1.5,0,52,34600,18.4,1
443,-3.4,0,60,32100,17.6,1
473,-3.4,0,60,32100,17.6,1
350,-3.4,0,60,32100,17.6,1
461,-2.8,0,58,33700,18.3,1
462,-2.3,0,57,200,18.3,1
488,-2.3,0,57,200,18.3,1
445,-2.5,0,56,18600,17.7,1
454,-2.5,0,56,18600,17.7,1
466,-2.5,0,56,18600,17.7,1
457,2.6,0,41,40200,24.2,1
459,2.6,0,41,40200,24.2,1
565,4.2,0,35,49500,20.8,1
532,4.2,0,35,49500,20.8,1
640,4.1,0,34,48800,19.7,1
368,4.1,0,34,48800,19.7,1
444,4.1,0,34,48800,19.7,1
480,-1,0,51,35800,20.9,1
497,-1,0,51,35800,20.9,1
502,-1,0,51,35800,20.9,1
633,4.3,0,40,48900,23,1
654,3.4,0,39,44000,22.5,1
